Event_ID,area_wui,percent_wui,wui_status
AL3384508701120161105,267.1356109697182,1,wui
AL3388208542819950410,0,0,non_wui
AL3389308555920070227,0,0,non_wui
AL3390408554520110219,81.75919385814575,0.3132536163147347,wui
AL3390908540120110222,0,0,non_wui
AL3391208551120040328,0,0,non_wui
AL3396208567820110220,14.678083012026956,0.03883090743922475,wui
AL3397208693419990915,1.2525955931932091,0.0038305675632819853,wui
AL3402108546720010128,108.56328175084194,0.197747325593519,wui
AL3402408567620070312,5.942709474067933,0.004746573062354579,wui
AL3403308569720210307,0.522036623329658,6.770903026325005e-4,wui
AL3403408569120110222,0,0,non_wui
AL3409508738120050304,5.748121029639326,0.011851795937400673,wui
AL3417008582520001030,51.51923758231528,0.08791678768313187,wui
AL3421108731520050125,5.88793379852634,0.011522375339581878,wui
AL3421108732420050212,5.18373925418271,0.013569998047598716,wui
AL3424208722720050119,0,0,non_wui
AL3428308719920050212,0,0,non_wui
AL3428608726820050217,0,0,non_wui
AL3429908719620110221,0,0,non_wui
AL3430308724820050103,0,0,non_wui
AL3432608815220140325,0,0,non_wui
AL3433408743420151016,0,0,non_wui
AL3434608727220050120,0,0,non_wui
AL3439508752220110220,0,0,non_wui
AL3441408559120070305,62.683586515444304,0.067766039476156,wui
AL3441608560020020613,0.00397607272796,1.5653829637637795e-5,wui
AL3443708560220061206,1.798281175556809,0.0031884418006326402,wui
AL3444708558020060405,35.942155595766934,0.036939522708907435,wui
AL3447008761519990915,0.217147455975023,8.132863519663782e-4,wui
AL3447208553419871106,0,0,non_wui
AL3456308766220140314,209.66776136795667,0.9984179112759841,wui
AL3483108570220011108,0,0,non_wui
AL3484008569420040404,0,0,non_wui
AL3488708589120070324,0.008986147861762,2.3280175807673575e-5,wui
AR3316909177220060108,0,0,non_wui
AR3318709344420040322,0,0,non_wui
AR3324809393820040322,0,0,non_wui
AR3330909210320000901,0,0,non_wui
AR3333509185320130914,0,0,non_wui
AR3337009208720130917,0,0,non_wui
AR3341409246120111013,0,0,non_wui
AR3344109164120100918,0,0,non_wui
AR3348509188420120814,0,0,non_wui
AR3356209318020060310,42.224341113365895,0.11632049893489227,wui
AR3375109276820100923,0,0,non_wui
AR3385909316920120813,0,0,non_wui
AR3400909358820110904,0,0,non_wui
AR3409309446419980720,0,0,non_wui
AR3414609389520110403,0,0,non_wui
AR3435309394120211128,0.382744619545641,4.8387436099322503e-4,wui
AR3436109393920030401,0,0,non_wui
AR3436109395120030323,0,0,non_wui
AR3436809382320060623,0.935557958578775,7.581506957688614e-4,wui
AR3438009399420121127,0,0,non_wui
AR3440109384020040312,0,0,non_wui
AR3442609385720060311,4.291913232876959,0.0012857738864220966,wui
AR3445509378920110914,0,0,non_wui
AR3447309359820110729,0,0,non_wui
AR3462009322020140202,32.86894737242463,0.0491314609453283,wui
AR3469409366920120619,1.084701876159417,0.00314406340915773,wui
AR3473409297020110712,0,0,non_wui
AR3480809332120000826,0,0,non_wui
AR3483509369420180322,0,0,non_wui
AR3483609304020060406,0,0,non_wui
AR3484009439320211212,0,0,non_wui
AR3485409486020110804,3.559715869840115,0.006356635481857348,wui
AR3486409226620001023,14.95922068066654,0.009384705571308997,wui
AR3486509304620171121,0,0,non_wui
AR3486909227320101011,0,0,non_wui
AR3487009304020140508,0,0,non_wui
AR3492509440019871105,0,0,non_wui
AR3497109415320180202,0,0,non_wui
AR3497909301220100922,0.101734805440187,3.2092998561573184e-4,wui
AR3499009317820120725,0.072558400352337,2.026770959562486e-4,wui
AR3506109306220120813,0,0,non_wui
AR3507409436620060108,498.269291260858,0.7677492931600277,wui
AR3510309295320000830,0,0,non_wui
AR3521309411719980804,0.075604032374095,1.507257423725977e-5,wui
AR3523409425720110728,46.423247940157935,0.033398020100833044,wui
AR3523809329020060108,18.087209598915553,0.05094988619412832,wui
AR3525709407720110803,0,0,non_wui
AR3528009419519980905,0,0,non_wui
AR3534609023520051024,0,0,non_wui
AR3555809325120171125,0,0,non_wui
AR3561709446719880229,0,0,non_wui
AR3564409329020120801,0,0,non_wui
AR3566909305620060414,1.879633590355756,8.493599594919819e-4,wui
AR3568809402320160228,0,0,non_wui
AR3571009338620050328,17.909291336222193,0.01996576514629007,wui
AR3572409331220050328,0,0,non_wui
AR3573609261420110320,27.15563348801335,0.09698440531433339,wui
AR3574409283220170131,0,0,non_wui
AR3575609292120070306,0,0,non_wui
AR3576209291420160209,0,0,non_wui
AR3576509190720021129,1.168399959502134,0.001909150260624402,wui
AR3577409291720110414,0,0,non_wui
AR3579009241720051123,0.07289393403275,8.729812459011976e-5,wui
AR3586709277420060302,0,0,non_wui
AR3590109351720050328,0,0,non_wui
AR3592709286519991117,0,0,non_wui
AR3595109291920111004,0,0,non_wui
AR3595109293420060329,0,0,non_wui
AR3595809292220010313,0,0,non_wui
AR3596409287319991117,0,0,non_wui
AR3597009275620110321,0,0,non_wui
AR3597009295320010321,0,0,non_wui
AR3597409291320040226,0,0,non_wui
AR3597409293520020329,0,0,non_wui
AR3597409294920140324,0,0,non_wui
AR3597509221020050328,1.6599694045150368,0.00217558244366322,wui
AR3599309274420040221,4.8173567036017,0.022199800477427187,wui
AR3602009258920040319,0,0,non_wui
AR3602209312619950408,0,0,non_wui
AR3603309218920050328,0,0,non_wui
AR3605709243120170131,0,0,non_wui
AR3606009267020180412,3.995638026040063,0.018584362911814246,wui
AR3606909233220211202,0,0,non_wui
AR3606909255220040228,0,0,non_wui
AR3607609258120070327,0.003674392536055,1.2714161024411765e-5,wui
AR3607709335020110412,0.032555453211622,1.6037169069764535e-4,wui
AR3607909339119891110,0,0,non_wui
AR3608809248420130308,0,0,non_wui
AR3611809254520150118,0,0,non_wui
AR3612609246520040310,0,0,non_wui
AR3612609246520070209,0,0,non_wui
AR3616409247919870314,1.721881526057599,0.0018921775011621967,wui
AR3623709212520110323,37.654362851622274,0.1448244725062395,wui
AR3634409284720040405,0.587582997297591,0.002588471353733881,wui
AR3637909278819980412,0,0,non_wui
AR3644809404419950223,0.944868780017649,0.004090341039037442,wui
AR3645009403020040126,0,0,non_wui
AR3646409404319960309,7.054735994958002,0.016217783896455177,wui
AR3649009242620110323,0,0,non_wui
DE3889507529320020310,0.779024641310803,0.0015674540066615754,wui
FL2624308122420110613,0,0,non_wui
FL2624508122220180430,0,0,non_wui
FL2633308119620110420,0,0,non_wui
FL2638308148619890426,0,0,non_wui
FL2639608141719890407,87.19824261937814,0.30595874603290574,wui
FL2642308125420200414,0,0,non_wui
FL2656008107020190421,0,0,non_wui
FL2656508173120150528,11.24565082337814,0.0504289274590948,wui
FL2657708130820001017,0,0,non_wui
FL2663108108219990406,352.55248031056897,0.5139248984119081,wui
FL2663508160920060429,0,0,non_wui
FL2663908117219890426,27.265113450319426,0.007801176952881094,wui
FL2671608200819990406,0.843005962273687,0.0022010599537171985,wui
FL2672408201220070627,0,0,non_wui
FL2673108187920090329,31.414850823505788,0.1461155852256083,wui
FL2674208123520090218,0,0,non_wui
FL2675008202219860418,10.836317494679507,0.02067999521885402,wui
FL2675208175119910219,0,0,non_wui
FL2676708193920040604,7.392083269611077,0.02789465384758897,wui
FL2677808157919910219,0,0,non_wui
FL2678408039920150627,0,0,non_wui
FL2680108159019920301,0,0,non_wui
FL2680208164020070503,0,0,non_wui
FL2685008026620210524,0,0,non_wui
FL2685408151120001017,0,0,non_wui
FL2685408155520110412,0,0,non_wui
FL2685508127719900405,0,0,non_wui
FL2685608158920110330,0,0,non_wui
FL2687008164220170221,0,0,non_wui
FL2687008220320150405,9.381040912919335,0.04150903058813865,wui
FL2687208103920080502,1.353141175465106,9.06688002857884e-5,wui
FL2687308104020070224,0,0,non_wui
FL2687308154420110502,0,0,non_wui
FL2687408030119890113,0,0,non_wui
FL2687808155520110428,0,0,non_wui
FL2688008127320150426,0.135355755894111,4.229867371690969e-4,wui
FL2688208156319910219,0,0,non_wui
FL2688208157220040321,0,0,non_wui
FL2688308045920101230,0,0,non_wui
FL2688308156719961209,0,0,non_wui
FL2688708128019961209,0,0,non_wui
FL2689208160220070507,0,0,non_wui
FL2689308170620110218,0,0,non_wui
FL2692608140319990305,0,0,non_wui
FL2692808045720110607,0,0,non_wui
FL2693208046120060421,0,0,non_wui
FL2693608045920110530,0,0,non_wui
FL2694308032420110422,0,0,non_wui
FL2694808135020110202,0,0,non_wui
FL2695108051119970308,0,0,non_wui
FL2695408110620070209,2.825788648152819,0.0028089350379252673,wui
FL2698208217319890512,143.71105360126455,0.3097220982785874,wui
FL2699708117020110218,0,0,non_wui
FL2700208011120060114,44.935924267856095,0.14265372783446378,wui
FL2701008127519980622,0,0,non_wui
FL2701008144020140501,0,0,non_wui
FL2702308128720110425,0,0,non_wui
FL2703508050220090511,252.03696103491274,0.947507372311702,wui
FL2703708047020090510,183.18237676905957,0.48460946235200947,wui
FL2704708108520070406,1.296631950597966,0.0042098439954479415,wui
FL2705108206620170513,3.1440373099519268,0.0023410553313119335,wui
FL2706008126820110514,0,0,non_wui
FL2706508125819891201,0,0,non_wui
FL2707708229819990305,0,0,non_wui
FL2707908016820110518,0,0,non_wui
FL2708008229919900405,0,0,non_wui
FL2709008104020080512,0,0,non_wui
FL2709208059520110418,0,0,non_wui
FL2709408205919920214,0,0,non_wui
FL2711908230020090321,0,0,non_wui
FL2712808123720170513,0,0,non_wui
FL2716008162920000204,0,0,non_wui
FL2716308153820090211,0,0,non_wui
FL2717708235619940526,0,0,non_wui
FL2718108138320090218,0,0,non_wui
FL2718308227319890512,0,0,non_wui
FL2719208231619940203,0,0,non_wui
FL2719808229220070711,0,0,non_wui
FL2720208226719900405,0,0,non_wui
FL2726908150320100218,0,0,non_wui
FL2727508130720060306,0,0,non_wui
FL2738108071919970308,0,0,non_wui
FL2741508075420110314,0,0,non_wui
FL2744008116719910219,0,0,non_wui
FL2744408139019890413,0.587033830494472,0.0012733922570379002,wui
FL2745608113620170306,0,0,non_wui
FL2749908137020051229,0,0,non_wui
FL2751208127720120120,0,0,non_wui
FL2751908119020180204,0,0,non_wui
FL2751908155020040516,50.14718342493414,0.24225692475813596,wui
FL2752308105319940203,0,0,non_wui
FL2752708125520110114,0,0,non_wui
FL2752908211820070710,0,0,non_wui
FL2753108081419860214,43.83226449857032,0.06764238348544802,wui
FL2754608100020080220,0,0,non_wui
FL2755008114020180422,0,0,non_wui
FL2755008155219860402,0,0,non_wui
FL2755708159719860128,0,0,non_wui
FL2755808129420080317,0,0,non_wui
FL2756308107519960124,0,0,non_wui
FL2758508104720070120,0,0,non_wui
FL2759708105320070220,0,0,non_wui
FL2760008100820000204,0,0,non_wui
FL2760608127020170517,0,0,non_wui
FL2760808118620140414,0,0,non_wui
FL2761508108120070119,0,0,non_wui
FL2762108117620060530,0,0,non_wui
FL2762408127920090512,0,0,non_wui
FL2763608102220110529,0,0,non_wui
FL2763608146719910224,0,0,non_wui
FL2767208193520150203,0,0,non_wui
FL2768408122920090425,0,0,non_wui
FL2768708126520210126,0,0,non_wui
FL2769908195820180312,0,0,non_wui
FL2770108130720161116,0,0,non_wui
FL2770308083319990305,0,0,non_wui
FL2770308196620210518,0,0,non_wui
FL2772008128619980622,0,0,non_wui
FL2774108083520170310,0,0,non_wui
FL2774808211820160425,0,0,non_wui
FL2775608132519890512,0,0,non_wui
FL2775908134320070325,0,0,non_wui
FL2776208127420000204,0,0,non_wui
FL2777008211420091109,0,0,non_wui
FL2777608133719890512,0,0,non_wui
FL2777708136520170215,206.39027002876855,0.10004375667899591,wui
FL2777708137620110226,0,0,non_wui
FL2778108128219980302,0,0,non_wui
FL2778908051920070305,0,0,non_wui
FL2779408110320090126,0,0,non_wui
FL2779408145519920301,0.026476250899605,7.787132617530882e-5,wui
FL2779608053220210521,0,0,non_wui
FL2780208126319930216,0,0,non_wui
FL2781108236220060508,7.311536210080824,0.03619572381228131,wui
FL2781408171620090328,0,0,non_wui
FL2783908058120190308,0,0,non_wui
FL2785108200820200505,1.17810189070372,0.005557084390111887,wui
FL2785708054020110728,0,0,non_wui
FL2785808134920120604,0,0,non_wui
FL2786808060819980615,0,0,non_wui
FL2786908137319920301,257.43578403251684,0.9863440001245856,wui
FL2788008060020180429,0,0,non_wui
FL2789008119420070710,0,0,non_wui
FL2789408119519861112,0,0,non_wui
FL2789708059520080512,565.1344898052971,0.21904437589352602,wui
FL2789708060419870313,0,0,non_wui
FL2790808059719970308,64.51535219726667,0.17871288697303786,wui
FL2790908061020001018,71.77461271355209,0.24496454851041669,wui
FL2791008209920210319,0,0,non_wui
FL2791408132520000204,0,0,non_wui
FL2792108110120000204,0,0,non_wui
FL2792408136720070713,0,0,non_wui
FL2794608068220080512,31.945924815330667,0.054889905180980525,wui
FL2794908056220001018,275.1230795358423,0.7072572738710599,wui
FL2797608058420080511,1030.4258733192637,0.8807058746318494,wui
FL2798808110320070711,0,0,non_wui
FL2799908078720170215,0,0,non_wui
FL2800108148320120522,0,0,non_wui
FL2802208097320170501,0,0,non_wui
FL2805008077820200322,0,0,non_wui
FL2806308139620070612,0,0,non_wui
FL2807108139920010312,0,0,non_wui
FL2808408112620170626,0,0,non_wui
FL2808508098620000526,63.94816731361035,0.13239786193294067,wui
FL2809108103920070619,0,0,non_wui
FL2809308106420070713,6.612135605434064,0.015412903509170312,wui
FL2809308135920210602,0,0,non_wui
FL2810008117320170311,0,0,non_wui
FL2810808116919920301,0,0,non_wui
FL2810908116820130326,0,0,non_wui
FL2811908221020000204,232.75012846001334,0.9989275899571388,wui
FL2812808103220070702,5.844691189274189,0.012542255770974654,wui
FL2814408116819990305,0,0,non_wui
FL2814808116020060506,0,0,non_wui
FL2818808080420130316,0,0,non_wui
FL2822808161719890426,0,0,non_wui
FL2823008254619980629,0,0,non_wui
FL2823908083320210502,0,0,non_wui
FL2825108174620010222,2322.401366186202,0.40765339058911737,wui
FL2825908262120170506,277.8444553709348,0.2734689521367468,wui
FL2826808112720080603,0,0,non_wui
FL2827708256719980629,0,0,non_wui
FL2827908071219890410,155.9901605450313,0.621474743207296,wui
FL2831808094220160530,0,0,non_wui
FL2832108191519970126,0,0,non_wui
FL2833008077620170626,0,0,non_wui
FL2833008111420000915,0,0,non_wui
FL2833108109320110527,0,0,non_wui
FL2833908089420110530,0,0,non_wui
FL2834408092119980622,0,0,non_wui
FL2834608169420000830,0,0,non_wui
FL2834908207320040324,0,0,non_wui
FL2835208109720000915,0,0,non_wui
FL2835908106420110530,0,0,non_wui
FL2836308241020060330,0,0,non_wui
FL2836608188020170402,0,0,non_wui
FL2837208146420000830,62.16937482530387,0.0672828731875583,wui
FL2837308147719980724,32.81286671068398,0.12198091714008913,wui
FL2837908079320080512,30.921552063778407,0.14654764011269386,wui
FL2838308207420070507,0,0,non_wui
FL2839208191420040402,0,0,non_wui
FL2839308186020000915,2.513648466126427,0.0026403870442504485,wui
FL2839508110620110514,0,0,non_wui
FL2839508112520000915,0,0,non_wui
FL2841408093820170526,0,0,non_wui
FL2841508188019910211,0,0,non_wui
FL2842608194219970126,0,0,non_wui
FL2843108188220210520,0,0,non_wui
FL2843508085520060421,240.5504858661496,0.12720808348289242,wui
FL2845308084220110415,4.004684741078007,0.013087205036202637,wui
FL2845808085120130112,5.391764701164977,0.014977124169902713,wui
FL2846208085020170327,0,0,non_wui
FL2846208107419910502,0,0,non_wui
FL2846408065320130401,1.003947290430268,0.0011093340225748816,wui
FL2847308200020170416,0,0,non_wui
FL2848008100920090512,0,0,non_wui
FL2848408104419990108,0,0,non_wui
FL2848708089320060505,0,0,non_wui
FL2848808066019980621,7.789771933600933,0.004974311579566368,wui
FL2850008065819920706,0,0,non_wui
FL2850108214120090322,0.002108134938034,7.807907177903705e-6,wui
FL2850308070820110430,8.23300237166792,0.03333199340756243,wui
FL2851708071320100725,30.214661770749043,0.049370362370504975,wui
FL2851808104219980724,21.72004154372444,0.015727763608779467,wui
FL2852608089320160627,18.533871827983837,0.047891141674376844,wui
FL2852808070920170708,0,0,non_wui
FL2853108072520210506,0,0,non_wui
FL2853308069820100715,0,0,non_wui
FL2854308064720120511,0,0,non_wui
FL2854908180920120217,13.012141994967013,0.029372781027013576,wui
FL2855408085420110226,1.164768260336924,0.0017179472866326313,wui
FL2855408179420090222,206.9154377690938,0.21689249242043376,wui
FL2855708108120000830,37.52176959614023,0.06822139926570951,wui
FL2856108089320120223,0,0,non_wui
FL2856508090820160927,1.360074992992075,0.0041848461322833075,wui
FL2856508106520090419,217.95270016535994,0.3127011480134289,wui
FL2856608096020170315,0,0,non_wui
FL2857008259320130329,94.57202153738496,0.22357451900091005,wui
FL2857808091919990828,3.663803306654556,0.013322921115107477,wui
FL2858008245420130527,0,0,non_wui
FL2859008090719980622,235.26307871023442,0.15447345942891294,wui
FL2859408089120200502,0,0,non_wui
FL2860708089319871115,0,0,non_wui
FL2861508242120210530,0,0,non_wui
FL2861908074420191120,0,0,non_wui
FL2861908090920090310,0,0,non_wui
FL2862008074020140501,0,0,non_wui
FL2862508075420020501,0,0,non_wui
FL2864808091019940203,77.66579352746389,0.082623184603685,wui
FL2864808095719910211,0,0,non_wui
FL2865008102620160219,0,0,non_wui
FL2865108092919970126,0,0,non_wui
FL2865808074720120506,0,0,non_wui
FL2867208070419990325,0,0,non_wui
FL2867508073220130512,0,0,non_wui
FL2867508074220170421,0,0,non_wui
FL2867608098920110221,1.841259157939162,0.005920447453180585,wui
FL2869308075220150721,0,0,non_wui
FL2871408098020110429,0,0,non_wui
FL2873008094519980724,846.8217303049157,0.04553539443485055,wui
FL2873808148720160710,0,0,non_wui
FL2874208096620110228,2865.2170840641215,0.38829341158207364,wui
FL2874608098820090512,206.5956521964407,0.11053806966101697,wui
FL2876508094319891120,0,0,non_wui
FL2877408225220170708,0.026939716080871,1.0401434780259073e-4,wui
FL2877508172520060429,41.44233217247561,0.13114662079897343,wui
FL2877608109619980622,837.0819513517825,0.9555730038262358,wui
FL2878608235820150505,5.3524464487873615,0.012683522390491378,wui
FL2879608081120170319,0,0,non_wui
FL2880508083620170504,0,0,non_wui
FL2881108262119971117,0,0,non_wui
FL2881208102920090513,0,0,non_wui
FL2881308082820170515,0,0,non_wui
FL2883808083119980423,14.842831707784269,0.042529603747232865,wui
FL2884308102420110613,0,0,non_wui
FL2884508141020050215,0,0,non_wui
FL2884808142520070507,8.164297127206831,0.00852223082171903,wui
FL2886508141419920214,0,0,non_wui
FL2886708096619980724,0,0,non_wui
FL2888408176220001204,10.385069800719622,0.03776389018443499,wui
FL2891208145820170416,15.851465122044603,0.04342867156724549,wui
FL2893208147720070501,0,0,non_wui
FL2895608102919980724,155.03811643134225,0.03841380486405903,wui
FL2896108096120060515,10.019452028703455,0.028957953840183397,wui
FL2896108100620210612,0,0,non_wui
FL2896608105420060505,32.52342866233822,0.0663743442088535,wui
FL2899308120219990828,23.589583108342648,0.07371744721357078,wui
FL2899508150919980622,98.90758809249436,0.39405413582667076,wui
FL2899708148619880302,47.2877825061051,0.16476579270419897,wui
FL2900608143819880407,6.608347689637541,0.029767331935304238,wui
FL2902808100020060507,405.2370774983225,0.6422140689355349,wui
FL2903708165319950329,0,0,non_wui
FL2905208147920080521,6.031728383659098,0.012566100799289787,wui
FL2905908139420200810,0,0,non_wui
FL2906108141020030517,0,0,non_wui
FL2906608141320160707,0,0,non_wui
FL2909008151720070813,0,0,non_wui
FL2911808170920101018,0,0,non_wui
FL2912508148520110928,214.79532633696894,0.19943855741594144,wui
FL2914508142219980622,214.9951365983564,0.05474793394406834,wui
FL2914508182820001216,10.893616728003014,0.03560005466667652,wui
FL2916108117720090322,2.363655823816628,0.006772652790305524,wui
FL2916608118319950630,12.173719956351457,0.021061799232441968,wui
FL2917908259420110426,0.11555249548909,1.6578550285378766e-4,wui
FL2919408119119980622,2647.0879380446618,0.05396383377254524,wui
FL2920308169519920708,0.010409837739646,1.776422822465188e-5,wui
FL2921408261520110426,10.976318542756452,0.008788085302447119,wui
FL2921508115120060603,0,0,non_wui
FL2921808171319930724,0,0,non_wui
FL2922108168920060720,0,0,non_wui
FL2922708169720090310,0,0,non_wui
FL2924908192420170326,4.681243748807353,0.017084831200026837,wui
FL2925008167219960514,0,0,non_wui
FL2925208167519940513,0,0,non_wui
FL2925408190620110430,0,0,non_wui
FL2927208145019980724,53.766071573821925,0.030053701271001636,wui
FL2928608171420130302,580.1365900782379,0.6898175862999262,wui
FL2929308118020130302,11.437415174792367,0.02269328407696898,wui
FL2929708122320070502,0,0,non_wui
FL2931108178520100628,2.058390011e-6,4.004649826848249e-9,wui
FL2932008177220160505,2.126529099556592,0.009983704692753953,wui
FL2937408142519990828,0,0,non_wui
FL2937408153220110430,128.9745071302391,0.24380814202313628,wui
FL2937608156419980622,133.7614332690118,0.12182279896995611,wui
FL2940008132119980724,0,0,non_wui
FL2940008170020140417,0,0,non_wui
FL2941108195819980629,0,0,non_wui
FL2942908168920110228,0,0,non_wui
FL2945108125719980724,559.450377353369,0.32850873596792074,wui
FL2945508118319980622,110.78212150402118,0.23273554937819574,wui
FL2945908195620170331,246.988141723997,0.9999519907854129,wui
FL2946008171520110618,0,0,non_wui
FL2946408172119910723,0,0,non_wui
FL2946708172720190701,0,0,non_wui
FL2948408213220101221,4.042027704606982,0.0036513348731770385,wui
FL2951708148219871115,0.414228456158477,0.0015690471824184734,wui
FL2952408147319910502,0,0,non_wui
FL2954508136820110530,0,0,non_wui
FL2956008152920170318,0,0,non_wui
FL2958208176420060811,0,0,non_wui
FL2958408172520000408,0.637126084537578,0.0025587392953316385,wui
FL2959408143319980724,0,0,non_wui
FL2959708129919980708,1161.8879914880667,0.11504980606872628,wui
FL2963608198220111114,187.61908887132657,0.23839782575772117,wui
FL2964108509920140701,0,0,non_wui
FL2964508200220081128,11.378692636357924,0.02963201207384876,wui
FL2964808511119930820,0,0,non_wui
FL2965008514520110603,0,0,non_wui
FL2965108508720150621,0,0,non_wui
FL2965208273620080415,148.36297652140158,0.354088249454419,wui
FL2965308201920110217,69.13909052654317,0.09576051319465813,wui
FL2966308513620070224,0,0,non_wui
FL2966508508720150821,0,0,non_wui
FL2968408132820110228,0.304935894636698,6.313372559766004e-4,wui
FL2969308346220160529,0,0,non_wui
FL2970308126720000619,0,0,non_wui
FL2973008509820070407,0,0,non_wui
FL2973408232020000306,1.519801105966289,9.457380870978774e-4,wui
FL2974808133719980708,734.5518657037541,0.2471574245301999,wui
FL2975008486020180624,266.3712891443892,0.5526375293452058,wui
FL2975308522119980627,0,0,non_wui
FL2976008509920190704,0,0,non_wui
FL2978808222619980629,553.5524082831851,0.19327947216591657,wui
FL2979808494620000209,0,0,non_wui
FL2980108512120110612,0,0,non_wui
FL2980408222920000602,0,0,non_wui
FL2980508135719980622,424.8246208130807,0.95681220903847,wui
FL2981408212220110608,380.57092092214407,0.1447588135877307,wui
FL2981408488020080514,2.966344697713353,0.004823324711729029,wui
FL2981508210220040601,0,0,non_wui
FL2982108174620070421,0,0,non_wui
FL2983008212220070508,1030.7505387183767,0.18449087859645188,wui
FL2984108222220120525,132.0174240906627,0.1418017444582843,wui
FL2986408540120000718,0,0,non_wui
FL2989308150620210517,87.5676708258475,0.2797689163765096,wui
FL2989308516120110609,0,0,non_wui
FL2989408164319980708,523.7868986231384,0.5865474788612972,wui
FL2989808302420080208,0,0,non_wui
FL2990008312019860714,0,0,non_wui
FL2990008515119920525,0,0,non_wui
FL2991208182519980629,0,0,non_wui
FL2992508494720130129,0,0,non_wui
FL2994708464120100330,0,0,non_wui
FL2995408464020100331,0,0,non_wui
FL2996108535820120326,0,0,non_wui
FL2996808486720000304,0,0,non_wui
FL2996808532019931003,0,0,non_wui
FL2997008528020180327,0,0,non_wui
FL2997508498420090324,0,0,non_wui
FL2997708522919920525,0,0,non_wui
FL2998008489719931003,0,0,non_wui
FL2998708547120180203,0,0,non_wui
FL2998908489420000302,0,0,non_wui
FL2998908545620180203,0,0,non_wui
FL2999008529719860914,0,0,non_wui
FL2999908494420010429,0,0,non_wui
FL3001508482619920713,0,0,non_wui
FL3002408466720080220,0,0,non_wui
FL3002508341619890424,0,0,non_wui
FL3002608455720160208,0,0,non_wui
FL3002808324820000314,0,0,non_wui
FL3004108139419870507,440.4790239503291,0.7453113772425196,wui
FL3004408442220150713,0,0,non_wui
FL3005608509020190916,0,0,non_wui
FL3006408199319890316,0,0,non_wui
FL3006908545320000718,0,0,non_wui
FL3007108495419920525,0,0,non_wui
FL3007208466419900921,0,0,non_wui
FL3008008471220080211,0,0,non_wui
FL3008208335019990404,0,0,non_wui
FL3009108480320050125,0,0,non_wui
FL3009908485919960525,0,0,non_wui
FL3010208337719890424,0,0,non_wui
FL3010408242019980629,0,0,non_wui
